"iso3","year","publicOrderSafetySpendingLcu","publicOrderSafetySpendingPctGdp","publicOrderSafetySpendingPerCapitaPpp","oecdAccidentalPoisoningDeathsPer100k","wbUnintentionalPoisoningDeathsPer100k","spendingCurrency"
"FIN","2011","2649000000","1.340214","547.423234","13.1","0.96","EUR"
"FIN","2012","2734000000","1.364421","555.853115","11.8","0.36","EUR"
"FIN","2013","2754000000","1.353337","559.277373","10.7","0.59","EUR"
"FIN","2014","2658000000","1.2912","536.456184","8.8","0.49","EUR"
"FIN","2015","2607000000","1.240295","524.121943","8.6","0.51","EUR"
"FIN","2016","2563000000","1.188131","529.459588","8.4","0.36","EUR"
"FIN","2017","2545000000","1.132591","534.977707","8.5","0.38","EUR"
"FIN","2018","2586000000","1.115112","549.17781","9.4","0.59","EUR"
"FIN","2019","2813000000","1.179366","616.526643","8.4","0.47","EUR"
"FIN","2020","2754000000","1.165039","620.925767","8.6","0.53","EUR"
"FIN","2021","2904000000","1.167371","662.954663","7.6","0.38","EUR"
"FIN","2022","3077000000","1.15618","718.370993","6.3",,"EUR"
"FIN","2023","3378000000","1.238052","785.11057",,,"EUR"
"FRA","1995","18026800000","1.485151","307.446796","0.7",,"EUR"
"FRA","1996","18345600000","1.47121","312.904104","0.8",,"EUR"
"FRA","1997","18365700000","1.424063","316.00192","1",,"EUR"
"FRA","1998","18822000000","1.398036","325.221368","1.3",,"EUR"
"FRA","1999","19514200000","1.398719","338.544204","1.3",,"EUR"
"FRA","2000","20203100000","1.37108","356.582835","1.9","0.37","EUR"
"FRA","2001","22545200000","1.473474","402.948559","1.6","0.32","EUR"
"FRA","2002","24498600000","1.552185","440.045839","1.4","0.33","EUR"
"FRA","2003","25681200000","1.582999","443.62114","1.7","0.41","EUR"
"FRA","2004","26160800000","1.542402","446.082121","1.5","0.42","EUR"
"FRA","2005","26854400000","1.524045","463.785744","1.7","0.42","EUR"
"FRA","2006","27414500000","1.485059","481.508474","1.9","0.41","EUR"
"FRA","2007","28477400000","1.469516","500.608797","1.9","0.4","EUR"
"FRA","2008","30896400000","1.552583","544.23105","2.1","0.39","EUR"
"FRA","2009","32291500000","1.668087","578.576098","2.4","0.4","EUR"
"FRA","2010","33439300000","1.675253","601.542217","2.8","0.43","EUR"
"FRA","2011","33748900000","1.636595","613.892883","3","0.36","EUR"
"FRA","2012","34073000000","1.631625","614.649702","2.9","0.38","EUR"
"FRA","2013","34523000000","1.628173","644.485504","2.8","0.34","EUR"
"FRA","2014","35048200000","1.627323","654.478923","2.8","0.36","EUR"
"FRA","2015","35770300000","1.624888","664.663115","2.7","0.32","EUR"
"FRA","2016","36710900000","1.644887","705.331339","2.4","0.37","EUR"
"FRA","2017","37847200000","1.651504","734.409818","2.3","0.32","EUR"
"FRA","2018","38606200000","1.639077","760.221076","1.8","0.27","EUR"
"FRA","2019","40211100000","1.653276","845.32801","1.6","0.21","EUR"
"FRA","2020","41220200000","1.778054","879.813145","1.9","0.29","EUR"
"FRA","2021","42775700000","1.705501","895.683477","2","0.34","EUR"
"FRA","2022","45474500000","1.713434","977.393419","2.2",,"EUR"
"FRA","2023","48711900000","1.723375","1048.482905",,,"EUR"
"GBR","1995","15467000000","1.809173","372.592133","1.7",,"GBP"
"GBR","1996","16035000000","1.755127","385.190756","1.9",,"GBP"
"GBR","1997","16351000000","1.705825","393.544004","1.9",,"GBP"
"GBR","1998","17389000000","1.734038","410.780307","1.9",,"GBP"
"GBR","1999","19571000000","1.869733","457.963075","1.8",,"GBP"
"GBR","2000","21250000000","1.923496","510.409433",,"0.25","GBP"
"GBR","2001","23308000000","2.025828","565.460331","2","0.3","GBP"
"GBR","2002","25321000000","2.11954","616.554132","1.7","0.29","GBP"
"GBR","2003","27407000000","2.170848","658.064162","1.5","0.23","GBP"
"GBR","2004","31000000000","2.335845","748.665914","1.7","0.25","GBP"
"GBR","2005","32637000000","2.325817","761.149881","1.8","0.19","GBP"
"GBR","2006","33319000000","2.254208","782.828712","2.1","0.29","GBP"
"GBR","2007","35367000000","2.2792","809.617462","2.5","0.27","GBP"
"GBR","2008","37008000000","2.309799","848.731001","2.7","0.32","GBP"
"GBR","2009","38974000000","2.499287","875.78855","2.9","0.34","GBP"
"GBR","2010","38854000000","2.404571","877.273393","3.1","0.33","GBP"
"GBR","2011","37309000000","2.234145","831.646759","4","0.27","GBP"
"GBR","2012","37560000000","2.181555","836.333776","4.1","0.25","GBP"
"GBR","2013","36417000000","2.035525","813.141927","4.6","0.27","GBP"
"GBR","2014","35762000000","1.90724","787.0571","5.4","0.31","GBP"
"GBR","2015","35939000000","1.864041","792.502037","6","0.33","GBP"
"GBR","2016","35974000000","1.794434","791.079746","6.4","0.31","GBP"
"GBR","2017","37641000000","1.794803","827.637813","6.6","0.33","GBP"
"GBR","2018","38776000000","1.78563","843.035092","8","0.36","GBP"
"GBR","2019","39921000000","1.771935","887.118459","8.1","0.29","GBP"
"GBR","2020","43297000000","2.037774","982.81956","8.8","0.33","GBP"
"GBR","2021","47499000000","2.045033","1043.05737","9","0.33","GBP"
"GBR","2022","53027000000","2.054554","1212.63028",,,"GBP"
"GBR","2023","58337000000","2.119677","1269.927314",,,"GBP"
"GRC","1995","867000000","0.944761","143.77186","2.2",,"EUR"
"GRC","1996","929000000","0.922871","145.614319","2.3",,"EUR"
"GRC","1997","1057000000","0.950597","158.088871","2.6",,"EUR"
"GRC","1998","1133000000","0.935697","163.125532","2.4",,"EUR"
"GRC","1999","1339000000","1.040662","184.800892","2.3",,"EUR"
"GRC","2000","1497000000","1.099432","206.911573","3.1","0.25","EUR"
"GRC","2001","2268000000","1.538266","312.328504","3.9","0.31","EUR"
"GRC","2002","2460000000","1.548121","340.35814","2.9","0.23","EUR"
"GRC","2003","2668000000","1.532488","356.343416","2.7","0.22","EUR"
"GRC","2004","3068000000","1.624095","403.190911","2.9","0.23","EUR"
"GRC","2005","3076000000","1.579271","394.878293","4","0.32","EUR"
"GRC","2006","3113000000","1.452644","407.846166","3.8","0.3","EUR"
"GRC","2007","3478000000","1.516904","438.32275","3.5","0.28","EUR"
"GRC","2008","3839000000","1.608056","489.50799","2.5","0.2","EUR"
"GRC","2009","4237000000","1.808191","541.795406","3.1","0.25","EUR"
"GRC","2010","4036000000","1.805086","502.513045","2.5","0.2","EUR"
"GRC","2011","3587000000","1.76287","452.926739","2.2","0.18","EUR"
"GRC","2012","3539000000","1.90372","467.991054","2.1","0.17","EUR"
"GRC","2013","3372000000","1.893171","487.129482","1.8","0.14","EUR"
"GRC","2014","3763000000","2.137196","565.292159","1.6","0.18","EUR"
"GRC","2015","3694000000","2.106489","560.488855","2.6","0.088","EUR"
"GRC","2016","3794000000","2.174858","598.184853","2.2","0.16","EUR"
"GRC","2017","3803000000","2.144003","614.936204","2.5","0.26","EUR"
"GRC","2018","4092000000","2.265584","674.964226","2.5","0.11","EUR"
"GRC","2019","3850000000","2.079045","663.784445","2.6","0.23","EUR"
"GRC","2020","3951000000","2.35825","696.463921","2.6","0.3","EUR"
"GRC","2021","4004000000","2.169313","727.395622","2.7","0.19","EUR"
"GRC","2022","4146000000","2.002815","793.363801","2.6",,"EUR"
"GRC","2023","4372000000","1.945824","831.071485",,,"EUR"
"HRV","1995","647600000","4.120611","334.635536","1.6",,"EUR"
"HRV","1996","638320000","3.686377","327.496002","1.9",,"EUR"
"HRV","1997","686750000","3.49484","336.181073","1.6",,"EUR"
"HRV","1998","756870000","3.482048","346.523798","1.6",,"EUR"
"HRV","1999","820570000","3.678188","368.579938","1.4",,"EUR"
"HRV","2000","738860000","3.083032","329.364953","1.4","0.56","EUR"
"HRV","2001","704410000","2.734958","316.799831","1.9","0.62","EUR"
"HRV","2002","703700000","2.486828","311.577478","0.9","0.51","EUR"
"HRV","2003","740130000","2.37545","313.808814","1.6","0.81","EUR"
"HRV","2004","783960000","2.330914","329.495811","2","0.87","EUR"
"HRV","2005","820460000","2.267637","336.768671","2","0.85","EUR"
"HRV","2006","874580000","2.214692","368.551598","2.5","0.57","EUR"
"HRV","2007","984620000","2.275944","418.675917","3.6","0.55","EUR"
"HRV","2008","1056840000","2.270097","446.625646","3.2","0.52","EUR"
"HRV","2009","1072410000","2.400342","458.495025","2.9","0.55","EUR"
"HRV","2010","1030200000","2.315782","440.349142","2.9","0.43","EUR"
"HRV","2011","1036350000","2.293881","461.599065","2.4","0.44","EUR"
"HRV","2012","1021960000","2.281594","467.321596","2.8","0.81","EUR"
"HRV","2013","1020910000","2.26559","476.158368","2.2","0.36","EUR"
"HRV","2014","987370000","2.200617","468.794991","2.4","0.38","EUR"
"HRV","2015","1035760000","2.253334","499.951291","2.2","0.37","EUR"
"HRV","2016","1031700000","2.16899","521.949068","2","0.4","EUR"
"HRV","2017","999730000","2.010215","522.442417","2.5","0.33","EUR"
"HRV","2018","1063490000","2.036686","571.523348","3","0.36","EUR"
"HRV","2019","1210140000","2.204041","686.430084","2.3","0.4","EUR"
"HRV","2020","1285540000","2.533382","753.943369","1.8","0.36","EUR"
"HRV","2021","1390760000","2.383761","837.633396","1.4","0.29","EUR"
"HRV","2022","1417270000","2.096149","854.71616",,,"EUR"
"HRV","2023","1687710000","2.131315","1022.166554",,,"EUR"
"HUN","1995","101211000000","1.728453","159.401113","2.4",,"HUF"
"HUN","1996","123017000000","1.720753","161.537026","2.1",,"HUF"
"HUN","1997","153213000000","1.730528","170.395317","1.6",,"HUF"
"HUN","1998","197696000000","1.890117","196.861128","1.7",,"HUF"
"HUN","1999","211689000000","1.815805","197.786283","1.6",,"HUF"
"HUN","2000","262188000000","1.965384","233.323975","1.2","0.58","HUF"
"HUN","2001","314401000000","2.039837","269.722106","1.5","0.95","HUF"
"HUN","2002","395475000000","2.267507","329.521043","1.2","0.71","HUF"
"HUN","2003","406318000000","2.12634","328.731452","1.8","1.23","HUF"
"HUN","2004","417048000000","1.977592","321.371595","1.5","1.05","HUF"
"HUN","2005","448749000000","1.98804","339.781468","1.5","1","HUF"
"HUN","2006","513021000000","2.109292","387.308178","1.7","1.12","HUF"
"HUN","2007","502946000000","1.954687","373.135936","1.4","0.94","HUF"
"HUN","2008","537567000000","1.973941","408.778671","1.3","0.72","HUF"
"HUN","2009","509167000000","1.923722","398.046032","1.4","0.74","HUF"
"HUN","2010","499713000000","1.821937","395.196032","1.3","0.91","HUF"
"HUN","2011","537212000000","1.885479","433.513484","0.9","0.56","HUF"
"HUN","2012","554491000000","1.917381","444.934128","1.2","0.76","HUF"
"HUN","2013","612462000000","2.018439","496.367303","1","0.55","HUF"
"HUN","2014","615461000000","1.874875","483.646769","1","0.51","HUF"
"HUN","2015","697476000000","1.993657","537.045968","0.9","0.41","HUF"
"HUN","2016","821415000000","2.262111","637.438956","1","0.59","HUF"
"HUN","2017","899059000000","2.285592","679.461184","1.4","0.57","HUF"
"HUN","2018","960527000000","2.205371","711.414312","1","0.4","HUF"
"HUN","2019","1011995000000","2.11094","752.069403","1.2","0.49","HUF"
"HUN","2020","1032147420000","2.11472","752.493077","1","0.47","HUF"
"HUN","2021","1010983660000","1.81961","707.595121","1.2","0.46","HUF"
"HUN","2022","1289212960000","1.954821","867.274291","1",,"HUF"
"HUN","2023","1272649000000","1.690269","787.536881","1.2",,"HUF"
"IRL","1995","987200000","1.802817","341.526496","1.8",,"EUR"
"IRL","1996","1070570000","1.779906","364.552695","2.4",,"EUR"
"IRL","1997","1186590000","1.709766","387.046246","1.5",,"EUR"
"IRL","1998","1397790000","1.737879","436.103216","0.8",,"EUR"
"IRL","1999","1444800000","1.557055","421.048786","1.2",,"EUR"
"IRL","2000","1622470000","1.495429","451.857813","0.9","0.59","EUR"
"IRL","2001","1862610000","1.525614","496.945443","1.4","0.61","EUR"
"IRL","2002","1972770000","1.450589","510.926747","1.6","0.64","EUR"
"IRL","2003","2078650000","1.427871","518.038571","0.9","0.51","EUR"
"IRL","2004","2248740000","1.439102","557.353346","0.9","0.48","EUR"
"IRL","2005","2359560000","1.385476","560.650118","1.9","0.57","EUR"
"IRL","2006","2645920000","1.430875","632.770825","2","0.47","EUR"
"IRL","2007","2988190000","1.516314","709.36752","6.9","0.36","EUR"
"IRL","2008","3255590000","1.738327","767.803137","6.8","0.45","EUR"
"IRL","2009","2963400000","1.748115","725.318798","7.1","0.58","EUR"
"IRL","2010","2803580000","1.67623","724.336045","6.2","0.32","EUR"
"IRL","2011","2890490000","1.669641","760.116206","6.4","1.62","EUR"
"IRL","2012","2698030000","1.527574","713.777428","5.7","0.48","EUR"
"IRL","2013","2631620000","1.438762","702.673744","6.2","0.39","EUR"
"IRL","2014","2659460000","1.325787","697.90449","5.4","0.16","EUR"
"IRL","2015","2793210000","1.025848","734.387135","5.1","0.36","EUR"
"IRL","2016","2915920000","1.056749","771.562056","4.7","0.23","EUR"
"IRL","2017","3050370000","0.989205","795.818542","5","0.22","EUR"
"IRL","2018","3259370000","0.972552","839.305603","6","0.19","EUR"
"IRL","2019","3129720000","0.860398","791.760517","5.5","0.23","EUR"
"IRL","2020","3298050000","0.863977","844.969321","8.7","0.35","EUR"
"IRL","2021","3430610000","0.765001","894.313889","7","0.26","EUR"
"IRL","2022","3738240000","0.717901","994.453862","6.5",,"EUR"
"IRL","2023","4059870000","0.773708","1003.365118",,,"EUR"
"ISL","1998","8619920000","1.406372","403.952229","8.2",,"ISK"
"ISL","1999","9612010000","1.459009","431.247073","0.9",,"ISK"
"ISL","2000","10512730000","1.46302","435.822715","1.5","0.54","ISK"
"ISL","2001","11503210000","1.418566","452.268064","5.4","0.93","ISK"
"ISL","2002","11921380000","1.38122","450.375977","3.6","0.91","ISK"
"ISL","2003","12858090000","1.449427","473.917335","2.2","0.12","ISK"
"ISL","2004","13816340000","1.409611","501.996752","1.5","0.17","ISK"
"ISL","2005","15138160000","1.401798","523.189491","4.8","0.11","ISK"
"ISL","2006","17211700000","1.387821","550.848259","1.6","0.1","ISK"
"ISL","2007","19042190000","1.353722","561.406363","0.3","0.48","ISK"
"ISL","2008","20827640000","1.29778","567.494863","3","0.64","ISK"
"ISL","2009","24373740000","1.492046","624.94029","1.7","0.63","ISK"
"ISL","2010","20520760000","1.205729","479.446092","3.8","0.43","ISK"
"ISL","2011","28374530000","1.589612","650.737382","7","0.89","ISK"
"ISL","2012","25622870000","1.370788","575.792072","5","1.14","ISK"
"ISL","2013","27205820000","1.370766","608.752592","4","0.64","ISK"
"ISL","2014","30258980000","1.4355","660.286356","6.3","0.47","ISK"
"ISL","2015","34650490000","1.483945","730.116681","5","0.11","ISK"
"ISL","2016","33744780000","1.324802","708.509493","5.8","0.24","ISK"
"ISL","2017","38741760000","1.446987","805.081769","10.8","0.53","ISK"
"ISL","2018","41103480000","1.422662","813.731065","15.3","0.63","ISK"
"ISL","2019","44663630000","1.457969","882.418437","9.1","0.56","ISK"
"ISL","2020","46814370000","1.568861","875.373307","7.1","0.18","ISK"
"ISL","2021","53851320000","1.616411","995.874206","9.3","0.002","ISK"
"ISL","2022","58961380000","1.494362","1125.745892","7.2",,"ISK"
"ISL","2023","67632830000","1.547753","1263.097539",,,"ISK"
"ISR","1995","4457817000","1.403222","289.649879","0.1",,"ILS"
"ISR","1996","5375509000","1.463051","317.066949","0",,"ILS"
"ISR","1997","5989370000","1.453502","323.820873","0.1",,"ILS"
"ISR","1998","6732163000","1.469609","336.931217","0.1",,"ILS"
"ISR","1999","7154041000","1.423319","333.274277","0.3",,"ILS"
"ISR","2000","7931068000","1.424909","367.144364","1.5","0.12","ILS"
"ISR","2001","8565666000","1.508629","389.322658","0.6","0.004","ILS"
"ISR","2002","9413594000","1.585315","413.788329","1.3","0.018","ILS"
"ISR","2003","9435614000","1.576677","389.475435","1.4","0.11","ILS"
"ISR","2004","9700945000","1.545487","403.024399","1.4","0.032","ILS"
"ISR","2005","10110564000","1.527217","392.50996","0.1","0.032","ILS"
"ISR","2006","10778657000","1.522347","401.674411","0","0.002","ILS"
"ISR","2007","11287598000","1.487777","421.151673","0.1","0.017","ILS"
"ISR","2008","12148199000","1.530425","429.802191","0","0.026","ILS"
"ISR","2009","13108001000","1.562028","438.724389","0","0.015","ILS"
"ISR","2010","13971207000","1.559019","459.223832","0.1","0.016","ILS"
"ISR","2011","14770452000","1.539746","482.154992","0.1","0.029","ILS"
"ISR","2012","16175771000","1.591509","516.981804","0","0.002","ILS"
"ISR","2013","17374765000","1.61216","561.472775","0","0.002","ILS"
"ISR","2014","17643317000","1.565362","545.000358","0","0.001","ILS"
"ISR","2015","18284199000","1.550119","556.040007","0","0.014","ILS"
"ISR","2016","19138320000","1.547862","591.115532","0.1","0.039","ILS"
"ISR","2017","20876291000","1.617982","638.631488","0.4","0.038","ILS"
"ISR","2018","22214639000","1.64416","660.787847","0.6","0.037","ILS"
"ISR","2019","23242907000","1.627528","672.578946","0.8","0.064","ILS"
"ISR","2020","23503390000","1.662155","680.740232","0.5","0.046","ILS"
"ISR","2021","23431144000","1.480812","683.573487","0.7","0.042","ILS"
"ISR","2022","25524991000","1.446662","775.686821","0.5",,"ILS"
"ISR","2023","27803537000","1.480193","816.64046",,,"ILS"
"ITA","1995","18876000000","1.905664","427.746204","0.8",,"EUR"
"ITA","1996","20936000000","1.998195","461.598848","0.7",,"EUR"
"ITA","1997","21564000000","1.96915","471.351444","0.5",,"EUR"
"ITA","1998","22846000000","2.001828","501.964704","0.5",,"EUR"
"ITA","1999","23284000000","1.977326","507.276765","0.5",,"EUR"
"ITA","2000","24625000000","1.978318","537.155991","0.5","0.54","EUR"
"ITA","2001","24132000000","1.844076","518.813301","0.5","0.47","EUR"
"ITA","2002","25736000000","1.898604","547.424892","0.5","0.37","EUR"
"ITA","2003","27531000000","1.967363","575.437498","0.4","0.32","EUR"
"ITA","2004","27611000000","1.894595","560.437236","0.5","0.32","EUR"
"ITA","2005","28678000000","1.913049","576.551167","0.4","0.32","EUR"
"ITA","2006","28462000000","1.824646","592.164212","0.6","0.3","EUR"
"ITA","2007","29222000000","1.80192","614.590049","0.8","0.33","EUR"
"ITA","2008","28846000000","1.754923","621.63485","0.8","0.32","EUR"
"ITA","2009","30861000000","1.948164","672.149973","0.8","0.32","EUR"
"ITA","2010","31114000000","1.923057","672.571991","0.7","0.31","EUR"
"ITA","2011","31744000000","1.915333","697.033288","0.6","0.29","EUR"
"ITA","2012","30632000000","1.875928","680.607336","0.8","0.38","EUR"
"ITA","2013","30675000000","1.892046","689.826673","0.7","0.34","EUR"
"ITA","2014","30317000000","1.853264","679.511893","0.7","0.3","EUR"
"ITA","2015","30784000000","1.850803","691.911365","0.7","0.31","EUR"
"ITA","2016","30887000000","1.811707","733.425234","0.7","0.27","EUR"
"ITA","2017","31680000000","1.816","765.305131","0.7","0.22","EUR"
"ITA","2018","32503000000","1.828328","793.251228","0.8","0.34","EUR"
"ITA","2019","32921000000","1.824822","851.496605","0.8","0.28","EUR"
"ITA","2020","33513000000","2.006752","891.713238","0.8","0.29","EUR"
"ITA","2021","33890000000","1.839341","916.459051","0.7","0.31","EUR"
"ITA","2022","35162000000","1.759796","1007.674883","0.8",,"EUR"
"ITA","2023","36626000000","1.709417","1026.160897",,,"EUR"
"JPN","2005","6397500000000","1.201373","386.480184","0.7","0.48","JPY"
"JPN","2006","6449600000000","1.205149","405.313499","0.7","0.38","JPY"
"JPN","2007","6437700000000","1.193755","417.997086","0.6","0.38","JPY"
"JPN","2008","6324200000000","1.198165","422.638218","0.7","0.39","JPY"
"JPN","2009","6399600000000","1.293009","433.71957","0.7","0.4","JPY"
"JPN","2010","6124200000000","1.21144","428.074543","0.7","0.38","JPY"
"JPN","2011","6327400000000","1.27197","460.636753","0.7","0.36","JPY"
"JPN","2012","6289600000000","1.256727","472.604381","0.6","0.31","JPY"
"JPN","2013","6370900000000","1.252387","493.465826","0.5","0.25","JPY"
"JPN","2014","6690700000000","1.289622","510.115235","0.5","0.24","JPY"
"JPN","2015","6730000000000","1.250854","511.584474","0.5","0.24","JPY"
"JPN","2016","6681000000000","1.227302","498.247586","0.4","0.21","JPY"
"JPN","2017","6613300000000","1.195737","495.563935","0.4","0.21","JPY"
"JPN","2018","6777100000000","1.217523","513.087793","0.4","0.2","JPY"
"JPN","2019","6959800000000","1.247475","532.399438","0.4","0.19","JPY"
"JPN","2020","6964400000000","1.29055","547.524688","0.4","0.16","JPY"
"JPN","2021","6771000000000","1.224261","543.025276","0.4","0.18","JPY"
"JPN","2022","6817300000000","1.216276","573.985582",,,"JPY"
"JPN","2023","6907500000000","1.16698","591.212639",,,"JPY"
"KOR","1995","4461600000000","0.986671","137.355843","4",,"KRW"
"KOR","1996","4992300000000","0.983184","149.085734","3.4",,"KRW"
"KOR","1997","5308700000000","0.947133","153.824497","3.5",,"KRW"
"KOR","1998","5719300000000","1.027197","159.217098","3.7",,"KRW"
"KOR","1999","5743400000000","0.936827","163.208349","3",,"KRW"
"KOR","2000","6472300000000","0.95782","184.254904","1.5","0.81","KRW"
"KOR","2001","7334900000000","1.001047","204.6361","1.4","0.81","KRW"
"KOR","2002","7768400000000","0.955258","211.814001","1.1","0.57","KRW"
"KOR","2003","8809500000000","1.01479","232.587259","0.9","0.45","KRW"
"KOR","2004","9248100000000","0.98083","241.854739","0.8","0.48","KRW"
"KOR","2005","10160500000000","1.020976","267.284721","0.9","0.54","KRW"
"KOR","2006","11057900000000","1.057501","295.808281","1","0.58","KRW"
"KOR","2007","11718000000000","1.03284","312.489877","0.7","0.43","KRW"
"KOR","2008","12637300000000","1.050506","327.873986","0.6","0.36","KRW"
"KOR","2009","13596200000000","1.083099","332.944137","0.4","0.34","KRW"
"KOR","2010","14016600000000","1.016093","336.533613","0.5","0.38","KRW"
"KOR","2011","14675700000000","1.013112","343.893441","0.5","0.35","KRW"
"KOR","2012","16061200000000","1.067421","374.254211","0.6","0.49","KRW"
"KOR","2013","17061600000000","1.086077","389.295922","0.5","0.39","KRW"
"KOR","2014","17879600000000","1.091228","404.105323","0.4","0.31","KRW"
"KOR","2015","19266300000000","1.106765","440.428246","0.4","0.26","KRW"
"KOR","2016","21060600000000","1.148952","478.798587","0.6","0.3","KRW"
"KOR","2017","21868000000000","1.130577","487.910713","0.5","0.31","KRW"
"KOR","2018","22296000000000","1.110926","505.59439","0.5","0.29","KRW"
"KOR","2019","24467700000000","1.199048","557.691732","0.4","0.22","KRW"
"KOR","2020","26226900000000","1.274099","610.057587","0.4","0.26","KRW"
"KOR","2021","28486000000000","1.282048","663.053049","0.4","0.25","KRW"
"KOR","2022","28378600000000","1.221225","677.893884","0.4",,"KRW"
"KOR","2023","29678900000000","1.232161","707.627475",,,"KRW"
"LTU","1995","141810000","1.814756","109.293716","30.6",,"EUR"
"LTU","1996","186010000","1.904592","123.402237","25.9",,"EUR"
"LTU","1997","275140000","2.335665","167.392684","21.2",,"EUR"
"LTU","1998","334340000","2.556411","200.583522","19.1",,"EUR"
"LTU","1999","273220000","2.139697","169.429767","16.1",,"EUR"
"LTU","2000","270190000","2.019134","171.113368","17.4","5.39","EUR"
"LTU","2001","270500000","1.904381","178.99916","20.4","5.59","EUR"
"LTU","2002","288580000","1.897759","195.383899","19","5.3","EUR"
"LTU","2003","309340000","1.855184","216.312241","20.7","6.24","EUR"
"LTU","2004","334160000","1.824735","230.008216","19.5","5.77","EUR"
"LTU","2005","362970000","1.729584","241.29985","21.5","6.94","EUR"
"LTU","2006","426180000","1.77578","275.642934","23.2","7.12","EUR"
